job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary_in_usd,company_location,company_size,job_category,log_salary
Data Analyst,Senior-level,Full-time,On-site,2023,United States,140130,United States,Medium,Data Analysis,11.850325842164263
Data Analyst,Senior-level,Full-time,On-site,2023,United States,84870,United States,Medium,Data Analysis,11.348875952963722
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,262000,United States,Medium,Machine Learning,12.476099782743233
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,186000,United States,Medium,Machine Learning,12.133501952695338
Data Analyst,Mid-level,Full-time,On-site,2023,United States,58500,United States,Medium,Data Analysis,10.976782033219948
Data Analyst,Entry-level,Full-time,On-site,2023,United States,59059,United States,Medium,Data Analysis,10.98629222322094
Data Analyst,Entry-level,Full-time,On-site,2023,United States,47985,United States,Medium,Data Analysis,10.778643741051727
Data Analyst,Senior-level,Full-time,On-site,2023,United States,93918,United States,Medium,Data Analysis,11.450177340116278
Data Analyst,Senior-level,Full-time,On-site,2023,United States,51962,United States,Medium,Data Analysis,10.858267961190807
Business Intelligence Manager,Mid-level,Full-time,On-site,2023,United States,120000,United States,Medium,Management,11.695247021764184
Business Intelligence Manager,Mid-level,Full-time,On-site,2023,United States,100000,United States,Medium,Management,11.512925464970229
Data Engineer,Senior-level,Full-time,On-site,2023,United States,173000,United States,Medium,Data Engineering,12.061046873479915
Data Engineer,Senior-level,Full-time,On-site,2023,United States,140000,United States,Medium,Data Engineering,11.84939770159144
ML Engineer,Senior-level,Full-time,On-site,2023,United States,291500,United States,Medium,Machine Learning,12.582795284772684
ML Engineer,Senior-level,Full-time,On-site,2023,United States,180200,United States,Medium,Machine Learning,12.101822624156375
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,255800,United States,Medium,Machine Learning,12.45215116812688
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,170600,United States,Medium,Machine Learning,12.047076914039716
Data Engineer,Senior-level,Full-time,On-site,2023,United States,146850,United States,Medium,Data Engineering,11.897166936626766
Data Engineer,Senior-level,Full-time,On-site,2023,United States,106800,United States,Medium,Data Engineering,11.578713205508231
Data Engineer,Mid-level,Full-time,On-site,2023,United States,200000,United States,Medium,Data Engineering,12.206072645530174
Data Engineer,Mid-level,Full-time,On-site,2023,United States,117000,United States,Medium,Data Engineering,11.669929213779893
Data Manager,Mid-level,Full-time,On-site,2023,United States,151700,United States,Large,Management,11.929660165336623
Data Manager,Mid-level,Full-time,On-site,2023,United States,63000,United States,Large,Management,11.05089000537367
Data Scientist,Senior-level,Full-time,Remote,2023,United States,239900,United States,Medium,Data Science,12.387977448827787
Data Scientist,Senior-level,Full-time,Remote,2023,United States,159900,United States,Medium,Data Science,11.982303898822046
Data Analyst,Entry-level,Full-time,On-site,2023,United States,162240,United States,Medium,Data Analysis,11.996831999384955
Data Analyst,Entry-level,Full-time,On-site,2023,United States,47840,United States,Medium,Data Analysis,10.775617388624513
Data Engineer,Senior-level,Full-time,On-site,2023,United States,130410,United States,Medium,Data Engineering,11.778438612650948
Data Engineer,Senior-level,Full-time,On-site,2023,United States,92000,United States,Medium,Data Engineering,11.429543856031177
Data Science,Senior-level,Full-time,On-site,2023,United States,270250,United States,Medium,Other,12.507102735501455
Data Science,Senior-level,Full-time,On-site,2023,United States,144000,United States,Medium,Other,11.877568578558138
Business Intelligence Analyst,Senior-level,Full-time,On-site,2023,United States,176875,United States,Medium,Data Analysis,12.08319854737964
Business Intelligence Analyst,Senior-level,Full-time,On-site,2023,United States,84750,United States,Medium,Data Analysis,11.347461025242696
Data Analyst,Mid-level,Full-time,On-site,2023,United States,92000,United States,Medium,Data Analysis,11.429543856031177
Data Analyst,Mid-level,Full-time,On-site,2023,United States,69000,United States,Medium,Data Analysis,11.141861783579396
Research Engineer,Senior-level,Full-time,On-site,2023,United States,184800,United States,Medium,Other,12.127029438189721
Research Engineer,Senior-level,Full-time,On-site,2023,United States,107100,United States,Medium,Other,11.58151825643584
Data Engineer,Senior-level,Full-time,On-site,2023,United States,333500,United States,Medium,Data Engineering,12.717398144337816
Data Engineer,Senior-level,Full-time,On-site,2023,United States,176000,United States,Medium,Data Engineering,12.078239274020289
Applied Scientist,Senior-level,Full-time,On-site,2023,United States,257400,United States,Medium,Other,12.458386574144164
Applied Scientist,Senior-level,Full-time,On-site,2023,United States,138600,United States,Medium,Other,11.83934736573794
Data Analytics Manager,Mid-level,Full-time,On-site,2023,United States,242100,United States,Medium,Management,12.39710614292615
Data Analytics Manager,Mid-level,Full-time,On-site,2023,United States,116200,United States,Medium,Management,11.663068123399947
Research Analyst,Senior-level,Full-time,On-site,2023,United States,230000,United States,Medium,Data Analysis,12.345834587905333
Research Analyst,Senior-level,Full-time,On-site,2023,United States,210000,United States,Medium,Data Analysis,12.254862809699606
Data Engineer,Senior-level,Full-time,On-site,2023,United States,114300,United States,Medium,Data Engineering,11.646581849782901
Data Engineer,Senior-level,Full-time,On-site,2023,United States,89600,United States,Medium,Data Engineering,11.403110598963021
Business Intelligence Analyst,Entry-level,Full-time,On-site,2023,United States,85000,United States,Medium,Data Analysis,11.350406535472453
Business Intelligence Analyst,Entry-level,Full-time,On-site,2023,United States,65000,United States,Medium,Data Analysis,11.082142548877775
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,266875,United States,Medium,Machine Learning,12.494535662965026
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,128250,United States,Medium,Machine Learning,11.761736763033015
Data Science,Mid-level,Full-time,On-site,2023,United States,280000,United States,Medium,Other,12.542544882151386
Data Science,Mid-level,Full-time,On-site,2023,United States,200000,United States,Medium,Other,12.206072645530174
Data Engineer,Mid-level,Full-time,On-site,2023,United States,180000,United States,Medium,Data Engineering,12.100712129872347
Data Engineer,Senior-level,Full-time,Remote,2023,United States,178492,United States,Medium,Data Engineering,12.092299061270307
Data Engineer,Senior-level,Full-time,Remote,2023,United States,89246,United States,Medium,Data Engineering,11.399151880710361
Data Engineer,Senior-level,Full-time,Remote,2023,United States,245000,United States,Medium,Data Engineering,12.409013489526863
Data Engineer,Senior-level,Full-time,Remote,2023,United States,150000,United States,Medium,Data Engineering,11.918390573078392
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,155000,United States,Medium,Other,11.951180395901384
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,145000,United States,Medium,Other,11.884489021402711
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,165000,United States,Medium,Machine Learning,12.013700752882718
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,130000,United States,Medium,Machine Learning,11.77528972943772
Data Scientist,Senior-level,Full-time,On-site,2023,United States,280889,United States,Medium,Data Science,12.545714852482208
Data Scientist,Senior-level,Full-time,On-site,2023,United States,187259,United States,Medium,Data Science,12.140247964309872
Business Intelligence Analyst,Mid-level,Full-time,Remote,2023,United States,130000,United States,Medium,Data Analysis,11.77528972943772
Business Intelligence Analyst,Mid-level,Full-time,Remote,2023,United States,120000,United States,Medium,Data Analysis,11.695247021764184
Data Engineer,Mid-level,Full-time,Remote,2023,United States,185000,United States,Medium,Data Engineering,12.128111104060462
Data Engineer,Mid-level,Full-time,Remote,2023,United States,125000,United States,Medium,Data Engineering,11.736069016284437
Data Engineer,Senior-level,Full-time,Remote,2023,United States,196900,United States,Medium,Data Engineering,12.190451264627217
Data Engineer,Senior-level,Full-time,Remote,2023,United States,186700,United States,Medium,Data Engineering,12.137258329529814
Data Scientist,Senior-level,Full-time,On-site,2023,United States,260000,United States,Medium,Data Science,12.468436909997665
Data Scientist,Senior-level,Full-time,On-site,2023,United States,192000,United States,Medium,Data Science,12.165250651009918
Data Engineer,Mid-level,Full-time,On-site,2023,United States,205600,United States,Large,Data Engineering,12.233687812563147
Data Engineer,Mid-level,Full-time,On-site,2023,United States,105700,United States,Large,Data Engineering,11.568360171858329
Data Analyst,Mid-level,Full-time,On-site,2023,United States,75000,United States,Medium,Data Analysis,11.225243392518447
Prompt Engineer,Senior-level,Full-time,On-site,2023,United States,230000,United States,Medium,Other,12.345834587905333
Prompt Engineer,Senior-level,Full-time,On-site,2023,United States,140000,United States,Medium,Other,11.84939770159144
Data Manager,Entry-level,Full-time,On-site,2023,United States,149800,United States,Medium,Management,11.917056350065256
Data Manager,Entry-level,Full-time,On-site,2023,United States,85600,United States,Medium,Management,11.357440562129833
Data Scientist,Senior-level,Full-time,On-site,2023,United States,218000,United States,Medium,Data Science,12.292250341771226
Data Scientist,Senior-level,Full-time,On-site,2023,United States,152600,United States,Medium,Data Science,11.935575397832494
Business Intelligence Engineer,Mid-level,Full-time,On-site,2023,United States,185000,United States,Medium,Other,12.128111104060462
Business Intelligence Engineer,Mid-level,Full-time,On-site,2023,United States,165000,United States,Medium,Other,12.013700752882718
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,224880,United States,Medium,Machine Learning,12.323322205580414
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,121500,United States,Medium,Machine Learning,11.70766954176274
Data Analyst,Senior-level,Full-time,On-site,2023,United States,129000,United States,Medium,Data Analysis,11.76756768334381
Data Analyst,Senior-level,Full-time,On-site,2023,United States,46200,United States,Medium,Data Analysis,10.74073507706983
Data Scientist,Senior-level,Full-time,On-site,2023,United States,272400,United States,Medium,Data Science,12.515026853257494
Data Scientist,Senior-level,Full-time,On-site,2023,United States,155600,United States,Medium,Data Science,11.955043890726428
Machine Learning Scientist,Mid-level,Full-time,On-site,2023,United States,750000,United States,Medium,Machine Learning,13.527828485512494
Machine Learning Scientist,Mid-level,Full-time,On-site,2023,United States,150000,United States,Medium,Machine Learning,11.918390573078392
Data Analyst,Entry-level,Full-time,On-site,2023,United States,115000,United States,Medium,Data Analysis,11.652687407345388
Data Analyst,Entry-level,Full-time,On-site,2023,United States,95000,United States,Medium,Data Analysis,11.461632170582678
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,750000,United States,Medium,Machine Learning,13.527828485512494
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,150000,United States,Medium,Machine Learning,11.918390573078392
Computer Vision Engineer,Senior-level,Full-time,On-site,2023,United States,351000,United States,Medium,Other,12.768541502448002
Computer Vision Engineer,Senior-level,Full-time,On-site,2023,United States,171000,United States,Medium,Other,12.049418835484797
Data Science Lead,Senior-level,Full-time,On-site,2023,United States,272000,United States,Medium,Management,12.513557345278134
Data Science Lead,Senior-level,Full-time,On-site,2023,United States,170000,United States,Medium,Management,12.043553716032399
Data Scientist,Senior-level,Full-time,On-site,2023,United States,176000,United States,Medium,Data Science,12.078239274020289
Data Scientist,Senior-level,Full-time,On-site,2023,United States,158000,United States,Medium,Data Science,11.970350312009105
Data Analyst,Senior-level,Full-time,Remote,2023,United States,135000,United States,Medium,Data Analysis,11.813030057420567
Data Analyst,Senior-level,Full-time,Remote,2023,United States,125000,United States,Medium,Data Analysis,11.736069016284437
Data Science,Mid-level,Full-time,On-site,2023,United States,110000,United States,Medium,Other,11.608235644774552
Data Science,Mid-level,Full-time,On-site,2023,United States,80000,United States,Medium,Other,11.289781913656018
ML Engineer,Senior-level,Full-time,Remote,2023,United States,270000,United States,Medium,Machine Learning,12.506177237980511
ML Engineer,Senior-level,Full-time,Remote,2023,United States,232200,United States,Medium,Machine Learning,12.355354348245928
Data Scientist,Mid-level,Full-time,Remote,2023,United States,107000,United States,Medium,Data Science,11.580584113444043
Data Scientist,Mid-level,Full-time,Remote,2023,United States,87300,United States,Medium,Data Science,11.377105741827693
ML Engineer,Senior-level,Full-time,On-site,2023,United States,230000,United States,Medium,Machine Learning,12.345834587905333
ML Engineer,Senior-level,Full-time,On-site,2023,United States,140000,United States,Medium,Machine Learning,11.84939770159144
Data Analyst,Mid-level,Full-time,Remote,2023,United States,85000,United States,Medium,Data Analysis,11.350406535472453
Data Analyst,Mid-level,Full-time,Remote,2023,United States,61800,United States,Medium,Data Analysis,11.031658643445782
Data Engineer,Senior-level,Full-time,Remote,2023,United States,300000,United States,Medium,Data Engineering,12.611537753638338
Data Engineer,Senior-level,Full-time,Remote,2023,United States,195000,United States,Medium,Data Engineering,12.180754837545884
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,204500,United States,Medium,Machine Learning,12.228323254464993
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,142200,United States,Medium,Machine Learning,11.864989796351278
Data Analyst,Mid-level,Full-time,On-site,2023,United States,107500,United States,Medium,Data Analysis,11.585246126549855
Data Analyst,Mid-level,Full-time,On-site,2023,United States,96750,United States,Medium,Data Analysis,11.479885610892028
Business Intelligence Analyst,Mid-level,Full-time,Remote,2023,United States,153800,United States,Medium,Data Analysis,11.94340833605368
Business Intelligence Analyst,Mid-level,Full-time,Remote,2023,United States,96000,United States,Medium,Data Analysis,11.472103470449973
Data Scientist,Senior-level,Full-time,On-site,2023,United States,204500,United States,Medium,Data Science,12.228323254464993
Data Scientist,Senior-level,Full-time,On-site,2023,United States,142200,United States,Medium,Data Science,11.864989796351278
Data Engineer,Senior-level,Full-time,Remote,2023,United States,190100,United States,Medium,Data Engineering,12.15530552847652
Data Engineer,Senior-level,Full-time,Remote,2023,United States,131414,United States,Medium,Data Engineering,11.786107924258207
Research Scientist,Senior-level,Full-time,Remote,2023,United States,195500,United States,Medium,Other,12.183315658407558
Research Scientist,Senior-level,Full-time,Remote,2023,United States,141300,United States,Medium,Other,11.85864056867262
Research Scientist,Senior-level,Full-time,Remote,2023,United States,165500,United States,Medium,Other,12.016726473799254
Research Scientist,Senior-level,Full-time,Remote,2023,United States,119600,United States,Medium,Other,11.691908120498669
Research Scientist,Senior-level,Full-time,Remote,2023,United States,235000,United States,Medium,Other,12.367340793126296
Research Scientist,Senior-level,Full-time,Remote,2023,United States,169900,United States,Medium,Other,12.042965307660024
Data Science,Mid-level,Full-time,Remote,2023,United States,235000,United States,Medium,Other,12.367340793126296
Data Science,Mid-level,Full-time,Remote,2023,United States,169900,United States,Medium,Other,12.042965307660024
Machine Learning Scientist,Senior-level,Full-time,On-site,2023,United States,200000,United States,Medium,Machine Learning,12.206072645530174
Machine Learning Scientist,Senior-level,Full-time,On-site,2023,United States,135000,United States,Medium,Machine Learning,11.813030057420567
Data Analyst,Senior-level,Full-time,Remote,2023,United States,210000,United States,Medium,Data Analysis,12.254862809699606
Data Analyst,Senior-level,Full-time,Remote,2023,United States,151800,United States,Medium,Data Analysis,11.930319143943667
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,215500,United States,Medium,Other,12.28071618852594
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,155800,United States,Medium,Other,11.956328412418785
Data Scientist,Senior-level,Full-time,On-site,2023,United States,305600,United States,Medium,Data Science,12.630032336274503
Data Scientist,Senior-level,Full-time,On-site,2023,United States,188200,United States,Medium,Data Science,12.145260506133416
Data Engineer,Senior-level,Full-time,On-site,2023,United States,180500,United States,Medium,Data Engineering,12.103486056755072
Data Engineer,Senior-level,Full-time,On-site,2023,United States,96200,United States,Medium,Data Engineering,11.474184636653797
Data Analyst,Entry-level,Full-time,On-site,2023,United States,75000,United States,Medium,Data Analysis,11.225243392518447
Data Analyst,Entry-level,Full-time,On-site,2023,United States,47500,United States,Medium,Data Analysis,10.768484990022733
Data Scientist,Senior-level,Full-time,On-site,2023,United States,201700,United States,Medium,Data Science,12.214536723942302
Data Scientist,Senior-level,Full-time,On-site,2023,United States,146600,United States,Medium,Data Science,11.895463068434688
Data Engineer,Mid-level,Full-time,On-site,2023,United States,133000,United States,Medium,Data Engineering,11.79810440720389
Data Engineer,Mid-level,Full-time,On-site,2023,United States,58400,United States,Medium,Data Engineering,10.975071168816319
Data Manager,Senior-level,Full-time,Remote,2023,United States,144300,United States,Medium,Management,11.879649744761963
Data Manager,Senior-level,Full-time,Remote,2023,United States,104800,United States,Medium,Management,11.55980905086908
Data Analytics Lead,Senior-level,Full-time,On-site,2023,United States,115920,United States,Medium,Management,11.660655576994564
Data Analytics Lead,Senior-level,Full-time,On-site,2023,United States,84000,United States,Medium,Management,11.33857207782545
Data Analyst,Senior-level,Full-time,On-site,2023,United States,146850,United States,Medium,Data Analysis,11.897166936626766
Data Analyst,Senior-level,Full-time,On-site,2023,United States,106800,United States,Medium,Data Analysis,11.578713205508231
Data Analyst,Mid-level,Full-time,On-site,2023,United States,133000,United States,Medium,Data Analysis,11.79810440720389
Data Analyst,Mid-level,Full-time,On-site,2023,United States,58300,United States,Medium,Data Analysis,10.973357372338583
Data Science,Senior-level,Full-time,On-site,2023,United States,137300,United States,Medium,Other,11.829923591756062
Data Science,Senior-level,Full-time,On-site,2023,United States,59200,United States,Medium,Other,10.988676820872097
Data Engineer,Mid-level,Full-time,On-site,2023,United States,165000,United States,Medium,Data Engineering,12.013700752882718
Data Engineer,Mid-level,Full-time,On-site,2023,United States,147500,United States,Medium,Data Engineering,11.901583454762012
Data Scientist,Senior-level,Full-time,On-site,2023,United States,130410,United States,Medium,Data Science,11.778438612650948
Data Scientist,Senior-level,Full-time,On-site,2023,United States,92000,United States,Medium,Data Science,11.429543856031177
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,156150,United States,Medium,Machine Learning,11.958572362711225
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,113400,United States,Medium,Machine Learning,11.638676670275789
Data Scientist,Senior-level,Full-time,Remote,2023,United States,226000,United States,Medium,Data Science,12.328290278254423
Data Scientist,Senior-level,Full-time,Remote,2023,United States,211000,United States,Medium,Data Science,12.259613412458204
Data Scientist,Senior-level,Full-time,On-site,2023,United States,197500,United States,Medium,Data Science,12.193493863323313
Data Scientist,Senior-level,Full-time,On-site,2023,United States,132500,United States,Medium,Data Science,11.794337924408413
Data Analyst,Mid-level,Full-time,On-site,2023,United States,109000,United States,Medium,Data Analysis,11.59910316121128
Data Analyst,Mid-level,Full-time,On-site,2023,United States,62000,United States,Medium,Data Analysis,11.03488966402723
Data Engineer,Senior-level,Full-time,On-site,2023,United States,110000,United States,Medium,Data Engineering,11.608235644774552
Data Engineer,Senior-level,Full-time,On-site,2023,United States,70000,United States,Medium,Data Engineering,11.156250521031495
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,238000,United States,Medium,Machine Learning,12.380025952653611
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,176000,United States,Medium,Machine Learning,12.078239274020289
Data Engineer,Senior-level,Full-time,Remote,2023,United States,151250,United States,Medium,Data Engineering,11.926689375893089
Data Engineer,Senior-level,Full-time,Remote,2023,United States,96800,United States,Medium,Data Engineering,11.480402273264668
Data Specialist,Mid-level,Full-time,On-site,2023,United States,109000,United States,Medium,Other,11.59910316121128
Data Specialist,Mid-level,Full-time,On-site,2023,United States,62000,United States,Medium,Other,11.03488966402723
Data Scientist,Mid-level,Full-time,On-site,2023,United States,162000,United States,Medium,Data Science,11.99535161421452
Data Scientist,Mid-level,Full-time,On-site,2023,United States,108000,United States,Medium,Data Science,11.589886506106357
Business Intelligence Analyst,Mid-level,Full-time,Remote,2023,United States,189000,United States,Medium,Data Analysis,12.14950229404178
Business Intelligence Analyst,Mid-level,Full-time,Remote,2023,United States,118100,United States,Medium,Data Analysis,11.679287002185454
Machine Learning Engineer,Entry-level,Full-time,Remote,2023,United States,126000,United States,Medium,Machine Learning,11.744037185933616
Machine Learning Engineer,Entry-level,Full-time,Remote,2023,United States,93000,United States,Medium,Machine Learning,11.440354772135393
Data Science,Senior-level,Full-time,Remote,2023,United States,160000,United States,Medium,Other,11.982929094215963
Data Science,Senior-level,Full-time,Remote,2023,United States,150000,United States,Medium,Other,11.918390573078392
Director of Data Science,Executive-level,Full-time,On-site,2023,United States,237500,United States,Medium,Other,12.377922902456833
Director of Data Science,Executive-level,Full-time,On-site,2023,United States,157500,United States,Medium,Other,11.967180737247824
Data Science,Senior-level,Full-time,On-site,2023,United States,145000,United States,Medium,Other,11.884489021402711
Data Science,Senior-level,Full-time,On-site,2023,United States,115000,United States,Medium,Other,11.652687407345388
Data Scientist,Senior-level,Full-time,On-site,2023,United States,100000,United States,Medium,Data Science,11.512925464970229
Data Analyst,Senior-level,Full-time,On-site,2023,United States,89000,United States,Medium,Data Analysis,11.396391648714276
Data Analyst,Senior-level,Full-time,On-site,2023,United States,76000,United States,Medium,Data Analysis,11.238488619268468
Data Architect,Senior-level,Full-time,On-site,2023,United States,263100,United States,Medium,Other,12.480289467028385
Data Architect,Senior-level,Full-time,On-site,2023,United States,126300,United States,Medium,Other,11.746415308338582
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,319000,United States,Medium,Machine Learning,12.672946381766982
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,221000,United States,Medium,Machine Learning,12.30591798049989
Data Engineer,Senior-level,Full-time,On-site,2023,United States,200000,United States,Medium,Data Engineering,12.206072645530174
Data Engineer,Senior-level,Full-time,On-site,2023,United States,150000,United States,Medium,Data Engineering,11.918390573078392
Data Analyst,Senior-level,Full-time,On-site,2023,United States,116700,United States,Medium,Data Analysis,11.667361818274648
Data Analyst,Senior-level,Full-time,On-site,2023,United States,93400,United States,Medium,Data Analysis,11.444646624216935
Data Developer,Mid-level,Full-time,On-site,2023,United States,100000,United States,Medium,Other,11.512925464970229
Data Developer,Mid-level,Full-time,On-site,2023,United States,95000,United States,Medium,Other,11.461632170582678
Machine Learning Infrastructure Engineer,Senior-level,Full-time,Remote,2023,United States,247000,United States,Medium,Machine Learning,12.417143615610113
Machine Learning Infrastructure Engineer,Senior-level,Full-time,Remote,2023,United States,152000,United States,Medium,Machine Learning,11.931635799828413
Data Scientist,Senior-level,Full-time,On-site,2023,United States,268000,United States,Medium,Data Science,12.498742259492994
Data Scientist,Senior-level,Full-time,On-site,2023,United States,137500,United States,Medium,Data Science,11.831379196088763
Research Engineer,Senior-level,Full-time,On-site,2023,United States,150000,United States,Medium,Other,11.918390573078392
Research Engineer,Senior-level,Full-time,On-site,2023,United States,80000,United States,Medium,Other,11.289781913656018
Data Engineer,Senior-level,Full-time,On-site,2023,United States,187100,United States,Medium,Data Engineering,12.139398512262181
Data Engineer,Senior-level,Full-time,On-site,2023,United States,107600,United States,Medium,Data Engineering,11.58617592670982
Data Scientist,Senior-level,Full-time,On-site,2023,United States,184800,United States,Medium,Data Science,12.127029438189721
Data Scientist,Senior-level,Full-time,On-site,2023,United States,161900,United States,Medium,Data Science,11.994734139665727
Data Scientist,Senior-level,Full-time,On-site,2023,United States,212000,United States,Medium,Data Science,12.26434155365415
Data Scientist,Senior-level,Full-time,On-site,2023,United States,93300,United States,Medium,Data Science,11.443575386835436
Data Architect,Senior-level,Full-time,On-site,2023,United States,184000,United States,Medium,Other,12.122691036591123
Data Architect,Senior-level,Full-time,On-site,2023,United States,96000,United States,Medium,Other,11.472103470449973
Analytics Engineer,Mid-level,Full-time,On-site,2023,United States,204000,United States,Medium,Other,12.225875272826354
Analytics Engineer,Mid-level,Full-time,On-site,2023,United States,112500,United States,Medium,Other,11.630708500626612
Data Product Manager,Senior-level,Full-time,On-site,2023,United States,220000,United States,Medium,Management,12.301382825334498
Data Product Manager,Senior-level,Full-time,On-site,2023,United States,137500,United States,Medium,Management,11.831379196088763
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,204500,United States,Medium,Machine Learning,12.228323254464993
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,142200,United States,Medium,Machine Learning,11.864989796351278
Data Scientist,Senior-level,Full-time,Remote,2023,United States,170000,United States,Medium,Data Science,12.043553716032399
Data Scientist,Senior-level,Full-time,Remote,2023,United States,140000,United States,Medium,Data Science,11.84939770159144
Research Engineer,Mid-level,Full-time,On-site,2023,United States,150000,United States,Medium,Other,11.918390573078392
Research Engineer,Mid-level,Full-time,On-site,2023,United States,80000,United States,Medium,Other,11.289781913656018
Data Analyst,Senior-level,Full-time,On-site,2023,United States,116000,United States,Medium,Data Analysis,11.661345470088502
Data Analyst,Senior-level,Full-time,On-site,2023,United States,110000,United States,Medium,Data Analysis,11.608235644774552
Data Analyst,Entry-level,Full-time,On-site,2023,United States,132000,United States,Medium,Data Analysis,11.790557201568507
Data Analyst,Entry-level,Full-time,On-site,2023,United States,104000,United States,Medium,Data Analysis,11.55214617812351
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,175000,United States,Medium,Machine Learning,12.072541252905651
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,141000,United States,Medium,Machine Learning,11.856515169360305
Data Product Manager,Senior-level,Full-time,Remote,2023,United States,198000,United States,Medium,Management,12.196022309676673
Data Product Manager,Senior-level,Full-time,Remote,2023,United States,151000,United States,Medium,Management,11.925035115797062
Data Analyst,Entry-level,Full-time,On-site,2023,United States,83000,United States,Medium,Data Analysis,11.326595886778735
Data Scientist,Entry-level,Full-time,On-site,2023,United States,150000,United States,Medium,Data Science,11.918390573078392
Data Scientist,Mid-level,Full-time,On-site,2023,United States,204500,United States,Medium,Data Science,12.228323254464993
Data Scientist,Mid-level,Full-time,On-site,2023,United States,142200,United States,Medium,Data Science,11.864989796351278
Data Engineer,Senior-level,Full-time,On-site,2023,United States,185000,United States,Medium,Data Engineering,12.128111104060462
Data Engineer,Senior-level,Full-time,On-site,2023,United States,130000,United States,Medium,Data Engineering,11.77528972943772
Data Scientist,Senior-level,Full-time,On-site,2023,United States,250000,United States,Medium,Data Science,12.429216196844383
Data Scientist,Senior-level,Full-time,On-site,2023,United States,125000,United States,Medium,Data Science,11.736069016284437
Data Scientist,Senior-level,Full-time,On-site,2023,United States,81500,United States,Medium,Data Science,11.308358299228955
Data Analyst,Senior-level,Full-time,Remote,2023,United States,120500,United States,Medium,Data Analysis,11.699405031912846
Data Science,Executive-level,Full-time,On-site,2023,United States,218000,United States,Medium,Other,12.292250341771226
Data Science,Executive-level,Full-time,On-site,2023,United States,168000,United States,Medium,Other,12.031719258385396
Data Scientist,Mid-level,Full-time,Remote,2023,United States,119200,United States,Medium,Data Science,11.688558033613386
Data Scientist,Mid-level,Full-time,Remote,2023,United States,86600,United States,Medium,Data Science,11.369055094550527
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,184800,United States,Medium,Machine Learning,12.127029438189721
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,161900,United States,Medium,Machine Learning,11.994734139665727
Data Engineer,Mid-level,Full-time,On-site,2023,United States,128600,United States,Medium,Data Engineering,11.764462090785656
Data Engineer,Mid-level,Full-time,On-site,2023,United States,100000,United States,Medium,Data Engineering,11.512925464970229
Machine Learning Engineer,Entry-level,Full-time,On-site,2023,United States,162240,United States,Medium,Machine Learning,11.996831999384955
Machine Learning Engineer,Entry-level,Full-time,On-site,2023,United States,47840,United States,Medium,Machine Learning,10.775617388624513
Data Scientist,Senior-level,Full-time,On-site,2023,United States,205500,United States,Medium,Data Science,12.233201312918426
Data Scientist,Senior-level,Full-time,On-site,2023,United States,128500,United States,Medium,Data Science,11.763684183317412
Data Architect,Senior-level,Full-time,On-site,2023,United States,164000,United States,Medium,Other,12.007621706806335
Data Architect,Senior-level,Full-time,On-site,2023,United States,117000,United States,Medium,Other,11.669929213779893
AI Engineer,Senior-level,Full-time,On-site,2023,United States,142352,United States,Medium,Other,11.86605814248455
AI Engineer,Senior-level,Full-time,On-site,2023,United States,95325,United States,Medium,Other,11.465047384725764
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,247500,United States,Medium,Machine Learning,12.419165860990882
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,172200,United States,Medium,Machine Learning,12.056411870975767
Data Analyst,Mid-level,Full-time,Remote,2023,United States,134000,United States,Medium,Data Analysis,11.805595078933049
Data Analyst,Mid-level,Full-time,Remote,2023,United States,90000,United States,Medium,Data Analysis,11.407564949312402
